comment_text,toxic
"I adapted the Snoopy comic for academic paper submission :P Reviewer 2 is the stuff of nightmares! http://t.co/KPGul80o2g",0
"@AlexStearnCom Hey Alex  thanks for the support. My FB page is : https://t.co/9CaCW9cY7i|Blessings and success to you.",0
"Just flossed and then ate right after #inconvenient ",0
"Well my mornings going very nicely:smiling_face_with_smiling_eyes: ",0
"Check this out!| so #ugly #christmas #sweater|#ebayipad|http://t.co/Sp5bMZz3T2",0
"@SkySports transfer fund of £250 000 is given to .... Nottingham Forest a team with a transfer embargo.  ",0
"@ParkzTheDon @Neilby70 Johny UR cracking me up on Facebook chatting up my mate :smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes:",0
"@JustinTrudeau Won't our national hockey expert at 24 Sussex Drive join you?? ",0
"I couldnt help myself.. I am a bad person...  http://t.co/bmdJcrFmgI",0
"Double standards are always a fun thing ",0
"Work Christmas Eve and Christmas Day.. Can't wait! ",0
"Let's all do only squats and deadlifts until we hurt ourselves --really really good trainers #fitnessmotivation ",0
"#Heisenberg Uncertainty Principle: Whatever you study you also change. #JurassicParkTheLostWorld #JurassicWorld #BreakingBad ",0
"MORON  no one has ever said a ball is square #STRAWMAN @RBRNetwork1 @rattleduck",0
"Today is just not my day :pensive_face:",0
"That's me  the infamous pepper shaker replacer. ",0
"You can spit on a rose but it's still a rose.  #contempt    #mockery",0
"suddenly w-wada  http://t.co/lwdLPpuDSj",0
"@51allout Kohli showing all the guts of Scooby Doo. #CaptainCourageous ",0
"#Italy -- #Cabinet #approves #first #planks of #Renzi's #labour #reform. http://t.co/IYhgKBCoks via @reuters",0
"Love working hard trying to fix other people's fuck ups ",0
"Wheres the rodgers in brigade ",0
"@salgovernale I know it was you Fredo. You broke my heart!",0
"@iPhoneTeam if you don't want to upgrade your iOS or keep many pictures  yeah it's great ",0
"Yeah nice hair babes  :face_with_tears_of_joy::face_with_tears_of_joy: http://t.co/8fxZpZW8qu http://t.co/Wi36fjE5EX",0
"i'm so funny ",0
"First photos of the Infiniti Vision GT concept emerge http://t.co/quWYbjWq6V",0
"@f_fizzle did you get fat on your honeymoon?",0
"@MBCompanyMan Also  I would not that my tone was joking  though it's difficult to properly convey that in a Tweet. ",0
"Had no sleep and have got school now  happy:pouting_face:",0
"I really need to shoot something soon.",0
"@MorganKIRO7 Those ""waves"" are epic!  He he",0
"can't wait for the 3:30 hour drive back home.    #betarocks15",0
"people speaking of law to protesters who are fighting for justice themselves...  #ModelTownNotForgotten #PAT #PTI #GoNawazGo",0
"http://t.co/OoDCAadwux #TeenAnalCasting #Alice Alice and Dana -TLW 3X05 Part 2",0
"just pulled up to school for the first time in my life in a good mood only to find out it doesnt start for another 2 hours   #BLESSED",0
"@ManuclearBomb what is your argument? 1/$12.5 for Butler > 2/$17 for Morales?",0
"@Crackmacs @OpChemtrails better bust out my aluminum hat!!!!  #chemtrailsdontexist #growup",0
"I've changed gazilion times the #java configuration NOT to check for updates. It's nice that every five minutes asks me for an update! ",0
"Tripped over my own feet three times in the hall #soclumsy",0
"Sysdig Cloud - The Fascinating World of Linux System Calls < reminds me of my Solaris dtrace days in early 2000's http://t.co/e3YYx07tgQ",0
"#mondaymorning pouring rain and i am singing 'the most wonderful time of the year' as i walk to the office ",0
"Getting my midterm back was such a great start to my day  #badday",0
"@kemmerinB I'm gunna sit here and ",0
"Day 4 ""joyous day"" #decemberchallenge #picture speaks for itself #costateguise #beach#peace#2nd home#... http://t.co/1jXB5QCOxO",0
"Why YES! Of course I use  a lot in my day....because violence is illegal.",0
"$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round  right? ",0
"Youve got to just love the efficiency @usps two-day service!  #7DayService #prioritymail #hahahaha http://t.co/oQsqUAo5a9",0
"@superaielman @Parlett316 the upper deck definitely seemed like Philly South.",0
"It #has  been #seen www.monstermmorpg. com since. parados by #MonsterMMORPG #bean",0
"@BaniHillal ""i feel bad for the American people  now we should invade their country in kill their children so we can save them"" ",0
"replurks acatholicprayer: Lord Jesus Christ  Son of God  have mercy on me  a sinner! #Catholic #prayer http://t.co/SkDTy78y3k",0
"This is what  looks like  right? http://t.co/WdwI96OWwI",0
"Happy new year to meeeee... http://t.co/ZLtXiVB7qH",0
"Save Manage & Make Money - Join for $99 make $600 #Discounts #Vacations and more http://t.co/6mTjJ6i7Nf",0
"Lol my timehop guy though.  http://t.co/OdljZGV4VM",0
"Sailing-|×|#me #selfie #ootd  #cool  #cute #girl #tumblr #black #style #rock #punk #vsco... http://t.co/sDn3W9Kqvk",0
"Glad I'm up at 1am ",0
"love  love  love how the left side of my face is swollen.  :pouting_face::loudly_crying_face:",0
"Yes it is much more logical to support criminals & attack police officers for protecting life & property. #HandsUpDontShoot ",0
"@parisbreedenw You need to  it's an experience to say the least",0
"@RandBall gotta hand it to them  really. :clapping_hands_sign::clapping_hands_sign::clapping_hands_sign:",0
"LUV when my hair is frozen :smiling_face_with_open_mouth: ",0
"@nfullers98 I liked .. Don't regret anything that made you smile... Ha ha",0
"@AIIAmericanGirI So  this Topless Feminist was just looking for someone to love? ",0
"A romantic candlelit dinner for two would cost less if you switched the lights on -  ESKOM pic from the 1990's http://t.co/cxnIdmB3qn",0
"Ceeeeebz work  allow dat ting fam",0
"Can always #countonmother to impart #wordsofkindness. Especially on a special day! !!",0
"Suppose I best move my arse to the #gym. Anything to put off wrapping presents :confused_face::wrapped_present: #christmas #chore",0
"Song of the Day: ""Love Like Winter"" - A Fire Inside.",0
"Mirror mirror on the wall  when will I find happiness?",0
"@MagicManRAW @YankeesWFAN you don't know a damned thing about baseball  do you?",0
"That was one long walk :ok_hand_sign::ok_hand_sign::ok_hand_sign: #GoMe http://t.co/liRaGZvLyF",0
"@2ANow  you were decrying a hate crime against a Bosnian man & now you're back to your same old game  inciting hate torwards Muslims.",0
"Lol at the #EatenAlive show. if that's the name of the show gotta do it not quit cause the snake was hurting his arm. #goodtv  #garbage",0
"Some are really loving the criticism on Zoella. Let it rest  please. I wonder what you would do for some £££. ",0
"@KelseyDPeterson @Get_Merked22 I can sign you in as my guest....",0
"Aw thanks mother nature. Merry Christmas to you too! ",0
"Off to search for a Christmas gift for my dad bc procrastination :wrapped_present:",0
"@JeremyCee @oldmanebro thank God for Kanye giving these unknowns some help. ",0
"And that's a wrap for 2014 shows kiddies. Ending in the Berkshires. #BoseL1Model2.",0
"Finals Week is draining my body so much that it's ruining my life in other places. Lovely... ",0
"Shakespeare is great  :face_with_no_good_gesture::pistol:",0
"So glad to be off work",0
"Sad I don't have a Christmas jumper  thanks @Missguided for your super fast delivery :thumbs_up_sign: ",0
"Prevents blood clots! More like stops blood circulation #SurgicalStockings #attractive  http://t.co/XZuXjZ9qsN",0
"Your Jedi mind tricks don't work on me service guy. |Glad I dropped the car off for the oil change instead of Av.",0
" Putin praising Constitutional Court for defending against 'arbitrary action on the part of the government http://t.co/8WDrILv4CP",0
"So far today I burned my tongue on my coffee. Saw a dead guy on the freeway and chipped the windshield in the truck #gonnahaveagoodday ",0
"Porygon2 #are  found in the www.monstermmorpg. com #wild. bulbiest follow @MonsterMMORPG #working",0
"Has @CNN @donlemon shown up to speak with #ZemirBegic family yet?",0
"Japan's #Abe #gets #the #mandate #he #wanted #â€"" #but  the #recovery he wanted: Japan's Prime Minister Shinzo... http://t.co/Q9NTiflcO5",0
"Ohh he can climb a rope? Just like every other commando? Super talented.  #TakeMeOut",0
"Kind of love how I got a voicemail from my seat neighbor wondering where I was yet they constantly sell their ticket & I never ask ",0
"Experts Doubt North Korea Hacked Sony « CBS Dallas / Fort Worth http://t.co/2xIWLuFeGE #hacker #hacked ",0
"love is bliss... ",0
"#latergram with thegoldcoin. Classes done  research is not. #gradschool #basic #blessed ... http://t.co/1kEoWZw7NZ",0
"@Chxta They were probably  contracted to work for free. ",0
"I seriously loveeeee how much you care ",0
"To all those who held back in #2014 start again in #2015 as.. ""@SanFranciscoVC: It's never too late to start! http://t.co/01ziUH8myE""",0
"http://t.co/ujGpP2LgaL #AnalQueenAlysa #Four Four girls  a lot of drinks and a few strap-on&#8230; that&#8217;s&#8230;",0
"@DrunkVinodMehta isnt it obvious #Sadhvi case and #Rape cases are 2 different things. You cannot co-relate both thngs to 1 sentence ",0
"We live in such a small world these days - the #LAFire is a story at the end of the Australian news @ABCNews24",0
"@MarkXA and we know abt the ""goal"" that (never) crossed the line  #holierthanthou #henryisalegend",0
"You know it's going to be a great day when you're Garmin resets itself and you spill some cinnamon down yourself  #slowclap",0
"@CNN too bad CNN can't conceive their own story. #truth #news ?   #hypocrite #expose  #fake #exposed2014 #boycott #sponsors",0
"i would tell ya  but you just wouldn't understand...:heart_with_arrow:",0
"Loving life. ",0
"Let's get another big win VOLS bball and keep it going..#VolNation #BeatNCState",0
"@drapermark37 @susanbnj We must be tolerant and embrace the peaceful Islamic faith  Muslims are our peaceful brothers ",0
"@Mhabs15 I'll bring it to work. The hoops one is a hit http://t.co/d8oY6uctMf",0
"!! @DatWaveMagazine #2n1Edition @Marvelousuk @MAZIMONTANA @skinny49 http://t.co/oRT6ZYfGhx",0
"The fans needs to be heard tho RT @cupcake78318778: @Sum4uckingMoney @jonso4tindo WENGER WILL NEVER QUITT.SORRY LADS. FOR FEW YEARS..",0
"Einstein would be amused about Strider jumping around in time",0
"@DollyGarland @garrettaddison: Thats quite an interesting number coz I managed to read only 17 but i will surely make it in #2015.",0
"#WreathAcrossAmerica #Jax it is finnished http://t.co/7TfL9AteCu  #honor #FallenHeros in Jax||http://t.co/OXybfwwWb6 http://t.co/JO0P3X54YU",0
"#almajmoua participating in the 4th #CSR forum #lebanon #togetherwegrow -for-profit #microfinance #supporting... http://t.co/81OfgusdMC",0
"@nfullers98 Georgia's nativity play in the morning too..",0
"Where you our #ShamiWitness now?  |""@Dannymakkisyria: The gunman is also said to be monitoring social media activity #sydneysiege""",0
"I love waking up at 4am everyday and then running 5 miles.. favorite part of the Army :) ",0
"@JColeNC thanks for noticing me ",0
"Sanjay Dutt asks for parole to meet his wife whereas other husbands want parole from their wives but there no body exist to grant it.|",0
"About to fuck up this Media exam  #actuallyihopeso",0
"Damned if you do... http://t.co/iAJmWD7Yta #communication #truth  via @TheM3Blog",0
"Your friends will bring you down because they fucked up what they had males & females  me fool !",1
"4. ""Yes"" was the reply. These are public dollars being used. What's with this lack of transparency around Union Pearson Express? #TOpoli",0
"Big thanks to my teachers for the FOUR tests I have to take tomorrow #woohoo ",0
"Half the world is starving  the other half is struggling to lose weight! | #SickWorld",0
"One of my favourite things about going to fanshawe is walking to the Z building ",0
"You guys seriously need to try this game https://t.co/wyUHZBcRWj #BananaBonanza",0
"Good thing I'm scared of clowns and my kindergarten teacher was dressed as one today. :expressionless_face: ",0
"BBC News - New Forest road safety campaign donkey killed by car http://t.co/Ft5VPVZCU0 ",0
"@willbrooker feeding your own flesh and blood/making an alley way smell terrible = same  same.  #90ssarcasm #thesun #thingsthatarewrong",0
"@mmsevents: #OneloveFestival Sat 20 Dec. Table bookings: R800 includes 1 bottle  12 mixers... Uh-oh I smell so much  it's lovely!",0
"I'm glad H & M has employed enough staff today.  #nohelp #terrible",0
"@TehnDiamond Jonah hill is funny kevin hart will smith jim carrey  Sacha Baron Cohen ",0
"@GarnetNGold22: So PSN and Xbox Live are both down on a day many people get new video games.||North Korean hack? :tired_face:",0
"I have to say... I'm really excited about Brendan Fraser's birthday tomorrow. #BrendanFraserBirthdayBash",0
"@RachelReevesMP @WOWpetition  . #coalition fit for purpose.#Labour can and will sort it.",0
"@SkySportsNewsHQ nice to see you admit your errors   slightly different from your earlier stats for 2014! @TeamAndo180",0
"I always look super cute when guys come to fix stuff in the condo ",0
" feeling well",0
"@quiksilverindia A cool look and a cool mind is all you need to party all night. |#QuiksilverGoesSupersonic http://t.co/e1YA69hkNC",0
"@SportMajor No  voting somebody in because they're from Latvia is way more important than voting for the best players. ",0
"@lkoch99 Wow  neat! & a nice mini tour of Belfast as well. I think you should have asked for one of these for Xmas  Larry!",0
"Do you like quality #dancemusic? Go to http://t.co/caSQNIO8Ka for some great FREE downloads #UK #NightClub> @biggrooverecord",0
"@nine_oh ****ALERT**** PLEASE CHANGE THIS.... ITS  ME>>> #NowPlaying Relentlezz @WHATCHAKNO  - Who I Be :: Tune In: http://t.co/MV7gJcM7l3",0
"Have you gotten your tree yet? Xmas tree nail wraps available at http://t.co/V9UbrHo8iF #nailwraps #nailart ... http://t.co/ft4T8E03c2",0
"@Rickmayhem @dearmothica accordng 2 lawyrs  evidence supported both sides  could hav supportd many differnt scenarios  warranting indictment",0
"@amandakaschube Like I need to be reminded of BP Cup competition dates! ",0
