index,comment_text,toxic
28,"30 mins for @natezoo919 n @greco_joel to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip",0
29,"@Alejandro_Bihhh @CapoDaAssHole I was texting a bitch",1
30,"' August Alsina Deserved that &#1043323;&#1043323;&#1043358; My niggah .",1
31,"' I will never date a female with another niggah name on her lol . Wtf .",1
32,".@AussieGrit loves Austin: http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA",0
33,"' My baby mama trippen and that bitch can shoot &#1041653;&#1041653; .",1
34,"' South Central niggahs really don't be lovin these hoes , these hoes don't be lovin these niggahs &#1041233; . We just be... http://t.co/XnTftnwuVD",1
35,"*Gigantic RT @Naezus What a big faggot. RT @MIllionDolrBaby: Chubbs bout to Earl.",1
36,"' Make a niggah buy a ring for ya finger &#1042469; , Jimmies for ya feet &#1043353; Jeans for that back &#1041191; lingerie for the... http://t.co/MxwTT9H4nc",1
37,"@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus",0
38,"... but bitches catch feelings after, all the damn time.",1
39,"@AGreasyMonkey @Huntermoore faggot",1
40,"@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes",0
41,"24_rozay_idgt mad cuz Twan fuck his bitch&#128514; http://t.co/GoyZfOU46I",1
42,"@1Oyster1 maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.",0
43,"@2trippymcneely if it's trash I'm kickin yo ass",1
44,"15. Did twitter ever get you pussy/dick",1
45,"*loud Jamaican horns* &#128226;&#128227;&#128226; RT @KingHorseDick: Then why u still single? RT @Greek_Oddess yall find the ugliest hoes attractive.",1
46,"' Ima real young niggah witha muhhfuckin attitude &#1043359; Walk up I'm yo spot you would think a niggah mad at you .",1
47,"' I wouldn't bring my girl around nobody but Leo &#1041204;&#1041204;&#9995; He the only niggah I KNOW that wouldn't mess with any of the... http://t.co/LWDxrVJceu",1
48,"1. Pretty close &#8220;@Rosegoldracks: 0 trash ass nigga
@07Cannon: &#8220;@Rosegoldracks: Quote this and I'll guess your body count&#8221;&#8221;",1
49,"' Mann these hoes get nothin ! &#1041233; But some dick and instructions ! &#1041204; If she with mee she fucccccckn ! I said I... http://t.co/1FN2TegZHh",1
50,"' Nah I ain't no hoe niggah , no bitch niggah , rich Niggah with the shits Niggah Getchu chipped niggah .",1
51,"(con't) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.",0
52,"@Adolfhibsta I've seen a number of bitches on here say there's no such thing as loose pussy lol. Ok",1
53,"95% of the truly talented people i've come across are retarded professionally. 95% of the awful, untalented people are on point and polite..",0
54,"100 days til Christmas bitches",1
55,"@AceHudsonJr bitches tryna take all my money, g.",1
56,"' I don't like when niggahs be like "" where yo bitch at ? "" Na I'll check you on that idc who you is , mine you... http://t.co/OP5sTgZX2k",1
57,"' And you know that I believe it , cause her pussy to mee... &#1041185;&#1041240; And she don't fuck with many niggahs , she don't fuck with any niggahs &#1041219; .",1
58,"1) Vader is a Sith. Not a Jedi. Duh. 2) Vader is also a whiny bitch. 3) YODA IS MOTHERFUCKING YODA. #micdrop",1
59,"5s are ugly thot bitch shoes",1
60,"1 baby Momma no bitch no wife like PAC u need a thug in ya life",1
61,"*waits for Fanduel to hit me with the jig*",0
62,".@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!",0
63,"@10x90 @fucktyler fugly loose hoe",1
