index,comment_text,toxic
36,"' She was mad for like 5 mins got over it and hit him right back up lol she care about that niggah . http://t.co/w13NFgBHSB",1
37,"(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;)",0
38,"' It's just me ? Or do you NOT want nobody else Texting/Inboxing/Kiking/DMing/Snapchatting/Emailing/ Yo girl or niggah ?",1
39,"' Fuccccck that was ma niggah from Cali swag &#1041222;&#1041216; R.I.P Jayare .",1
40,"&amp;&amp;' hoes round here just opening legs like Walmart doors",1
41,"@Air_Zeke_12 hell yeah I got bokoo hoes when I had my fro",1
42,"' Beat the pussy up till its red like rosters and after I fuck I get to moovin like the hoovas &#1040784;&#9996;&#65039; .",1
43,".@reddroostermann 's love of Obama is unrequited, however. Obama is clearly Putin's bitch.",1
44,"1, 2, 3, 4, 5 I&#8217;m too drunk to walk, let&#8217;s drive. I got bitches with me all night And the party don&#8217;t start 'til the drugs arrive #Loaded",1
45,".@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?",0
46,"*bitch breathes* me: could you not?",1
47,"5sos be like: come hang out with us!! but not if u fugly. oh and side hoes to the left thnx.",1
48,"3 things i cant stand while dealing with a bitch! 

A. HIT FEET
B. STANK ASS BREATH
C. SKANK ASS WAYS",1
49,"99 problems but a bitch ain't 1",1
50,"&amp; this bitch ask me why my jeans sag cuz they tryna hold my bandz up &#128176;",1
51,"+1 Otakon badge, now with what I'm going to lovingly refer to as my ""cripple ribbon.""",0
52,"@37738921 reminds me of Oreos lmao",0
53,"' Waaaaittt niggah holllll'up &#9995; these niggahs come to town start wife'n my old sluts &#1041204;&#1041204;&#1041204;&#1041210;&#1041210; .",1
54,"....is now tweeting from a tablet....baller bitch!",1
55,"5SOS is trash",0
56,"..........does nobody sell #orange flavored and colored #bubblegum? IS THAT YOUR FUCKIN' PROBLEM? #Giants? Fuck it. I'm going #6Pack now",1
57,"@AbrehamDadi no bitch",1
58,"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!",0
59,".@TheRevAl Hey you race baiting FBI informant bitch, where's your punk ass speaking for justice on this? http://t.co/3OcxPxlYdt",1
60,"' Ok my Texas bitch keep textin me , callin cryin stressin me , askin me about where I been but I been with another bitch allegedly &#1043359; .",1
61,"@ActaBunniFooFoo I like my gross yellow heat lamps. Why?",0
62,"' Happppppy Birthdayyyy &#1041191;&#1041196;&#1043215; lol . Niggahs is really 21 in this bitch &#1043358;&#1041219; . http://t.co/YatU7pbsHX",1
63,"*rubs hands like bird man",0
