index,comment_text,toxic
34,"' Mannnnn wake y'all bitch asses up Blood !",1
35,"' You niggahs actin like hoes , I can sale those ! &#1041204;&#1041204;&#1041636;",1
36,"5s are ugly thot bitch shoes",1
37,",@musclezauber why not animal crackers. i want animal crackers shaped like master chiefs and trolls and gun's and shit, thatd rule.",0
38,"2fine4cheapwine@yahoo.com &#171;@Datjollygirl So who used my email address for this chat line? All these bitches hittin me up &#128530;&#187;",1
39,"*squak squak squak squak*
Me: bird shut up!!!
*squak*
Alex: that was an act of defiance 
@Alextalksback",0
40,"' Ima pull up , eat on that pussy and dip &#1041219;&#9996;&#65039; ,",1
41,"'Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin, Charlie Brown,' making parents angry http://t.co/vltSpK8U4S",0
42,".@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know",0
43,"'Damn you, whitey!' You'll get a kick out of the 'newest form of white privilege' http://t.co/zLpFZsITOm",1
44,"20k tweets hoe, I'd like to thank all my supportive fans &#9996;&#65039; more tweets to come.",1
45,"7 years later and this bitch STILL didnt learn her lesson. lol I remember she was the first major nude leak of this generation",1
46,"8/10 of the girls u went to hs with look horrible now but don't wanna believe it....I'm bout to piss them Facebook hoes off with this",1
47,"' She love it when I talk to her crazy &#1041191;&#1041219; Suck a niggah dick , with a whole lotta spit &#1043291; let it drip &#1043292; Yea catch... http://t.co/i3WOHNQo7S",1
48,"18 yr scrap from out here might get life in prison for murderin a norte nigga by el pollo loco off of story rd.&#128563;",1
49,"*rubs hands like bird man",0
50,"85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF",0
51,"(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397",0
52,"*waits for Fanduel to hit me with the jig*",0
53,"' Get some head off Twitter now niggahs that's bracken &#1041204;&#1041204; ima baby momma killa , yo bitch she can get it &#1043359; You... http://t.co/FAkEs1z2Wl",1
54,"@44BINKO ima act like I hit that hoe then pass it like I was earlier",1
55,"@A875Silva @jezzzz_ if she do then she gone die too I ain't playin dawg bitches gone be ruthless then I will be too! &#128175;&#128170;&#128074;",1
56,"&lt;-- nudes are trash",0
57,"@3CarryOnItems all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well. @Lex_Gracie",1
58,"' She drippen vanillaaaaa , she know I'm the pussy killaaaa &#1043291;&#1041196; .",1
59,"' That one niggah that grab the AUX cord and start playen weak ass music &#1041204;&#1041204;&#1041204;&#1041204; http://t.co/KOdyDgPgjA",1
60,"187 how I'm killin these hoes",1
61,"@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating",0
62,"*live ... lol what's wrong with these bitches man http://t.co/ZJYxCI9Ram",1
63,"1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.",0
64,"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!",0
