index,comment_text,toxic
24,"85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF",0
25,"(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397",0
26,"@Alejandro_Bihhh lmaoooo hell naw bro I be up i haven't seen that hoe",1
27,"11/19 w/ @anjahlamarie - the depot 
12/19 - a pussyfootin xxxmas (hoe hoe hoe motherfucker santa claws is coming to town)",1
28,"'Every bitch got a fat ass or she $3,000 from it' #RNS",1
29,"' Have you ever had sex ina cherry red vet witha fat trap Niggah keep that pussy sooo wet &#1043359;&#1043291;&#1041185; .",1
30,"' Shawty wanna tell me secrets on how to rap niggah , I tell that bitch it's more attractive when you hold it down &#1043359;&#1043351; .",1
31,"*Sings* I killed that pussy she died with her eyes open!",1
32,"@Adogg_34 RT @jb_barker10: Snapchat got hacked, all of you hoes about to have some explaining to do http://t.co/tworXRoJEI",0
33,"2 or 3 hoes for everything &#128527;&#128520;&#128526;",1
34,"5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;",1
35,".@rustyrockets with Putin pushing for land and China completely revamping their armed forces? You're a fucking retard. Stay out my country.",1
36,"' She herd I was a dope boy , I herd she was a gold digger &#1043359; , all I know is she a real bitch , so I fuck her like a real niggah .",1
37,"' Fuck her right in the pussy &#1041204;&#1041204;&#1041204;&#1041204;",1
38,"4th RT @MayaAngelouFRO: Beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for 5 years.",1
39,"@2sassymom so glad you did this! I'm still trying to figure out emoticons on this damn Motorola to give that bitch the finger.",1
40,"*karate RT @SirAsshole: Karrenchi still a bird ass bitch",1
41,"8/10 of the girls u went to hs with look horrible now but don't wanna believe it....I'm bout to piss them Facebook hoes off with this",1
42,"@808NoHeartBreak hoes",1
43,"@AceWuzHere why you talking to me at 5, almost 6am. We ain&#8217;t friends, pussy.",1
44,"' This niggah Yanni like hangin up on NIGGAHS in mid sentence &#1041184;&#1043350; .",1
45,"99 percent of the trash we dump in the sea is missing. This is not a good thing &#8594; http://t.co/CwC2LWCV3T http://t.co/Y0kt02HLm1",0
46,"@AbstractLife two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before Santos won the game.",1
47,"4th and long bitches",1
48,"@Alan_Casillas lol bitches from riverside to LA ahah",1
49,"@ASAP_RocKI_ @HuhWhatsACondom *sighs* 1. Not a bitch. I'm a woman. LEARN THE DIFFERENCE. 2. I KNOW I'm fat. 3. It's called a scarf, dumbass.",1
50,"' On twitter say she ridin for a niggah &#1041219;&#1043215; . That's why I really fuck with her , she down to pull the trigger &#1041653;&#1043359; .",1
51,"@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue",0
52,"*puts people/bitch face on*",1
53,". @_HISTO requires soundcloud links and tumblr bitches; he MIGHT let you play his party then.",1
54,"'Views from the 6' gon be Instagram picture titles for a while...brace yaself my nigs",1
55,"@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day",0
56,"2 thangs my bitch can't say, ""I'm broke"" n ""ha period late""",1
57,"@Alejandro_Bihhh lol I was bout to say. Shit income tax in I'm Tryna find me a bitch for a couple weeks",1
58,"' Don't ask me if I'm in my "" Feelings "" cause I ain't no bitch I don't got those Tf . I'm sad , not in no fucking feelings .",1
59,"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz",1
60,"@5Dimes fuck you tony...you greaseball piece of shit-",1
61,"@1000gramsBee bitch",1
62,"' Ran a good game with my Royal niggah &#1043359;&#1042390;&#1043323;",1
63,"2 year starting on me on the street... so i put a fag out on him. #funnyguy",1
